asset,klasse,regel,parameter,richtung,t_entdeckung,alpha_pa_entdeckung,t_bestaetigung,alpha_pa_bestaetigung,p_entdeckung,stufe1,p_bestaetigung,bestanden
EFA,ETF,tsmom,60,long/short,0.767,0.0422,0.852,0.04812,0.22154075776325488,False,0.1971070460272326,False
EFA,ETF,tsmom,120,long,1.078,0.02908,2.189,0.06238,0.14051687806693514,False,0.014298420009268398,False
EFA,ETF,tsmom,120,long/short,1.078,0.05816,2.019,0.11451,0.14051687806693514,False,0.021743609753173576,False
EFA,ETF,tsmom,250,long,0.066,0.00178,0.9,0.02618,0.4736889127280771,False,0.18406012534675953,False
EFA,ETF,tsmom,250,long/short,0.066,0.00356,0.634,0.03626,0.4736889127280771,False,0.2630404110565592,False
EFA,ETF,donchian,20,long,0.013,0.00034,-0.335,-0.00883,0.4948138964304434,False,0.6311874568912148,False
EFA,ETF,donchian,20,long/short,-0.48,-0.02363,-0.088,-0.00448,0.6843863034837774,False,0.535061661928198,False
EFA,ETF,donchian,55,long,0.702,0.01781,1.317,0.03359,0.2413395817238131,False,0.09391931228149142,False
EFA,ETF,donchian,55,long/short,0.348,0.0168,1.061,0.05323,0.36392009174717477,False,0.14434495058565266,False
EFA,ETF,donchian,100,long,-0.241,-0.00625,0.968,0.02447,0.5952224417380568,False,0.16652218485017045,False
EFA,ETF,donchian,100,long/short,0.531,0.02661,0.523,0.02619,0.2977093895820142,False,0.3004871266236693,False
EFA,ETF,rsi2,10,long,-1.057,-0.02803,0.558,0.0151,0.8547442062835808,False,0.288422192085104,False
EFA,ETF,rsi2,10,long/short,0.044,0.0017,1.159,0.04208,0.48245220193445026,False,0.1232280925227488,False
EFA,ETF,rsi2,30,long,-1.383,-0.03866,1.296,0.03934,0.9166675670537356,False,0.09748774244531244,False
EFA,ETF,rsi2,30,long/short,-0.988,-0.04944,1.405,0.07344,0.8384236759012708,False,0.08001063913603357,False
EFA,ETF,rsi14,30,long,0.387,0.01046,0.216,0.00626,0.3493781039763386,False,0.41449387378244407,False
EFA,ETF,rsi14,30,long/short,0.177,0.00641,0.03,0.00109,0.42975419478909593,False,0.4880335265858874,False
EFA,ETF,bollinger,1.5,long,-0.204,-0.00572,0.08,0.00242,0.5808232505448958,False,0.46811862798601267,False
EFA,ETF,bollinger,1.5,long/short,-0.173,-0.00775,-0.031,-0.00149,0.5686742861887089,False,0.5123652301630337,False
EFA,ETF,bollinger,2.0,long,0.537,0.01499,-0.222,-0.00672,0.2956338070268476,False,0.5878430583343217,False
EFA,ETF,bollinger,2.0,long/short,0.15,0.00605,0.289,0.01255,0.4403823076297575,False,0.386290688777994,False
EFA,ETF,bollinger,2.5,long,0.568,0.01521,0.106,0.0029,0.28501748396884796,False,0.45779117609359843,False
EFA,ETF,bollinger,2.5,long/short,0.141,0.00442,0.428,0.013,0.44393497117142544,False,0.33432556019432413,False
EFA,ETF,weekday,0,long,-1.273,-0.0286,-1.953,-0.05097,0.8984909790712353,False,0.9745902024042704,False
EFA,ETF,weekday,1,long,0.53,0.01156,0.203,0.0052,0.29805596539487644,False,0.41956751610591614,False
EFA,ETF,weekday,2,long,0.601,0.01336,-0.027,-0.00064,0.27391999315008464,False,0.510770132983785,False
EFA,ETF,weekday,3,long,-1.585,-0.03546,0.396,0.00956,0.9435168328657798,False,0.34605251411118165,False
EFA,ETF,weekday,4,long,-0.49,-0.01125,-0.629,-0.01353,0.6879330505826095,False,0.7353254718933228,False
EFA,ETF,overnight,-,long,-3.485,-0.09443,-2.585,-0.0747,0.9997539314792446,False,0.9951310501296614,False
EFA,ETF,turn_of_month,-,long,-0.668,-0.01396,1.1,0.02568,0.7479332037545448,False,0.13566606094638267,False
EEM,ETF,sma_trend,10,long,0.199,0.00645,-2.859,-0.12335,0.4211313722965654,False,0.9978751060764266,False
EEM,ETF,sma_trend,10,long/short,0.199,0.01291,-2.845,-0.24541,0.4211313722965654,False,0.9977794288468854,False
EEM,ETF,sma_trend,20,long,0.23,0.00737,-0.374,-0.01577,0.4090458848579941,False,0.645797841909301,False
EEM,ETF,sma_trend,20,long/short,0.23,0.01474,-0.297,-0.02505,0.4090458848579941,False,0.6167667454319251,False
EEM,ETF,sma_trend,50,long,0.378,0.01209,0.237,0.00975,0.3527152969878239,False,0.40632839512879726,False
EEM,ETF,sma_trend,50,long/short,0.378,0.02417,0.382,0.03137,0.3527152969878239,False,0.3512306823172102,False
EEM,ETF,sma_trend,100,long,0.979,0.03158,1.041,0.04245,0.1637899897532603,False,0.14893777411750198,False
EEM,ETF,sma_trend,100,long/short,0.979,0.06317,1.349,0.10982,0.1637899897532603,False,0.08866848304546515,False
EEM,ETF,sma_trend,200,long,0.17,0.00552,-0.008,-0.00035,0.4325050683249616,False,0.5031915042004637,False
EEM,ETF,sma_trend,200,long/short,0.17,0.01104,0.474,0.03894,0.4325050683249616,False,0.3177499536125785,False
EEM,ETF,sma_cross,"(5, 20)",long,-0.53,-0.0171,-0.157,-0.00663,0.7019440346051236,False,0.5623775759491711,False
EEM,ETF,sma_cross,"(5, 20)",long/short,-0.53,-0.03421,-0.081,-0.00679,0.7019440346051236,False,0.532279023746941,False
EEM,ETF,sma_cross,"(10, 50)",long,-0.144,-0.00466,0.377,0.01564,0.55724976518177,False,0.353086802456675,False
EEM,ETF,sma_cross,"(10, 50)",long/short,-0.144,-0.00932,0.521,0.04316,0.55724976518177,False,0.30118338568461667,False
EEM,ETF,sma_cross,"(20, 100)",long,0.724,0.02365,0.993,0.041,0.23453286753621683,False,0.16035497723736003,False
EEM,ETF,sma_cross,"(20, 100)",long/short,0.724,0.04731,1.297,0.10691,0.23453286753621683,False,0.09731559339913032,False
EEM,ETF,sma_cross,"(50, 200)",long,-0.349,-0.01129,-0.069,-0.00293,0.636455345216536,False,0.5275051902495521,False
EEM,ETF,sma_cross,"(50, 200)",long/short,-0.349,-0.02258,0.4,0.03377,0.636455345216536,False,0.3445782583896758,False
EEM,ETF,tsmom,20,long,-0.362,-0.0116,0.44,0.0181,0.6413239847794237,False,0.32996855366059363,False
EEM,ETF,tsmom,20,long/short,-0.362,-0.0232,0.514,0.04223,0.6413239847794237,False,0.3036259953333965,False
EEM,ETF,tsmom,60,long,1.15,0.03707,1.016,0.04256,0.12507193563715036,False,0.1548146932746688,False
EEM,ETF,tsmom,60,long/short,1.15,0.07414,1.212,0.1014,0.12507193563715036,False,0.11275619031716388,False
EEM,ETF,tsmom,120,long,1.231,0.03975,0.042,0.00177,0.1091614321412836,False,0.48324934905923544,False
EEM,ETF,tsmom,120,long/short,1.231,0.07951,0.353,0.02953,0.1091614321412836,False,0.3620442202676296,False
EEM,ETF,tsmom,250,long,0.259,0.00841,0.212,0.00912,0.39781762024632195,False,0.41605351716122063,False
EEM,ETF,tsmom,250,long/short,0.259,0.01683,0.731,0.06227,0.39781762024632195,False,0.2323895764686421,False
EEM,ETF,donchian,20,long,0.31,0.00927,0.745,0.02768,0.3782804781779807,False,0.2281358599419896,False
EEM,ETF,donchian,20,long/short,0.091,0.00523,0.172,0.01245,0.46374629552877245,False,0.4317187644991729,False
EEM,ETF,donchian,55,long,0.944,0.02755,1.133,0.0414,0.17258482413805187,False,0.1286071266569324,False
EEM,ETF,donchian,55,long/short,0.795,0.04403,0.807,0.05829,0.21330675107579866,False,0.20983324157565386,False
EEM,ETF,donchian,100,long,-0.315,-0.00947,0.462,0.0178,0.6236191730674514,False,0.3220406602243068,False
EEM,ETF,donchian,100,long/short,0.408,0.02344,0.71,0.05368,0.34163683745104256,False,0.2388520680899867,False
EEM,ETF,rsi2,10,long,0.69,0.01856,2.477,0.09488,0.24509709367430954,False,0.006624595099113506,False
EEM,ETF,rsi2,10,long/short,1.341,0.05445,2.329,0.12017,0.08996022629954825,False,0.009929532851030043,False
EEM,ETF,rsi2,30,long,0.333,0.0109,1.947,0.08529,0.36956714157750203,False,0.025767367335268743,False
EEM,ETF,rsi2,30,long/short,0.238,0.01363,1.85,0.14134,0.4059405471011941,False,0.03215677479561374,False
EEM,ETF,rsi14,30,long,0.045,0.00139,0.19,0.00755,0.48205365447786097,False,0.4246545652652045,False
EEM,ETF,rsi14,30,long/short,0.132,0.00529,0.09,0.00466,0.44749214587440367,False,0.46414360741482785,False
EEM,ETF,bollinger,1.5,long,-0.261,-0.00859,-0.292,-0.01284,0.6029537463721915,False,0.6148566880148413,False
EEM,ETF,bollinger,1.5,long/short,-0.195,-0.01089,-0.414,-0.02921,0.5773035261893451,False,0.660562946583449,False
EEM,ETF,bollinger,2.0,long,-0.095,-0.00311,-0.594,-0.02583,0.5378425865391663,False,0.7237439435128408,False
EEM,ETF,bollinger,2.0,long/short,0.023,0.00111,-0.568,-0.03552,0.4908251364750321,False,0.714982516031152,False
EEM,ETF,bollinger,2.5,long,0.454,0.01349,-0.084,-0.00331,0.3249144133971742,False,0.5334717841150868,False
EEM,ETF,bollinger,2.5,long/short,0.003,0.00011,0.282,0.01282,0.4988031749540336,False,0.38897175515058535,False
EEM,ETF,weekday,0,long,-1.506,-0.04044,-1.442,-0.05279,0.9339664131661687,False,0.9253488131940436,False
EEM,ETF,weekday,1,long,1.545,0.04004,0.217,0.00797,0.06117313168353333,False,0.4141041724696519,False
EEM,ETF,weekday,2,long,0.931,0.02493,0.174,0.00618,0.17592678208378865,False,0.4309327311152914,False
EEM,ETF,weekday,3,long,-2.125,-0.05485,-0.535,-0.01868,0.9832066935515512,False,0.7036750713576556,False
EEM,ETF,weekday,4,long,-0.766,-0.02009,0.22,0.00693,0.7781618489074817,False,0.41293557735178543,False
EEM,ETF,overnight,-,long,-1.96,-0.0599,1.483,0.05475,0.9750021048517795,False,0.06903720538527858,False
EEM,ETF,turn_of_month,-,long,0.923,0.02355,1.874,0.06224,0.1780036026147649,False,0.03046521255706458,False
TLT,ETF,sma_trend,10,long,-0.039,-0.00096,-2.047,-0.03869,0.5155548056924939,False,0.9796709577286272,False
TLT,ETF,sma_trend,10,long/short,-0.039,-0.00191,-1.962,-0.07408,0.5155548056924939,False,0.9751187578733014,False
TLT,ETF,sma_trend,20,long,-0.111,-0.00269,-1.158,-0.0219,0.5441918266336001,False,0.8765679817929092,False
TLT,ETF,sma_trend,20,long/short,-0.111,-0.00538,-1.065,-0.04017,0.5441918266336001,False,0.8565620351232489,False
TLT,ETF,sma_trend,50,long,-0.283,-0.00686,-1.351,-0.02524,0.6114115814984986,False,0.9116522836531904,False
TLT,ETF,sma_trend,50,long/short,-0.283,-0.01372,-1.172,-0.04347,0.6114115814984986,False,0.8794014719239882,False
TLT,ETF,sma_trend,100,long,0.01,0.00024,-0.494,-0.00909,0.4960106436853684,False,0.6893469102573553,False
TLT,ETF,sma_trend,100,long/short,0.01,0.00048,-0.393,-0.01416,0.4960106436853684,False,0.652840259306904,False
TLT,ETF,sma_trend,200,long,-0.257,-0.00624,-1.812,-0.03246,0.6014106134638838,False,0.9650069017480585,False
TLT,ETF,sma_trend,200,long/short,-0.257,-0.01249,-1.612,-0.05531,0.6014106134638838,False,0.9465190301370887,False
TLT,ETF,sma_cross,"(5, 20)",long,0.374,0.0091,1.163,0.02199,0.354202158090699,False,0.1224147512112066,False
TLT,ETF,sma_cross,"(5, 20)",long/short,0.374,0.01821,1.263,0.04761,0.354202158090699,False,0.10329458985809536,False
TLT,ETF,sma_cross,"(10, 50)",long,1.698,0.04104,-0.171,-0.00319,0.04475388091715171,False,0.5678881172024185,False
TLT,ETF,sma_cross,"(10, 50)",long/short,1.698,0.08207,0.017,0.00064,0.04475388091715171,False,0.4932183078862524,False
TLT,ETF,sma_cross,"(20, 100)",long,1.62,0.03932,0.602,0.01099,0.05261613845425206,False,0.27358706869781313,False
TLT,ETF,sma_cross,"(20, 100)",long/short,1.62,0.07863,0.728,0.026,0.05261613845425206,False,0.2333067931462649,False
TLT,ETF,sma_cross,"(50, 200)",long,0.334,0.00811,-1.31,-0.02348,0.3691897793341773,False,0.904902082204761,False
TLT,ETF,sma_cross,"(50, 200)",long/short,0.334,0.01623,-1.088,-0.03735,0.3691897793341773,False,0.8617024462329783,False
TLT,ETF,tsmom,20,long,0.403,0.0098,0.625,0.01178,0.34347411224566604,False,0.26598552904870054,False
TLT,ETF,tsmom,20,long/short,0.403,0.0196,0.711,0.0267,0.34347411224566604,False,0.23854211790215807,False
TLT,ETF,tsmom,60,long,0.157,0.00382,0.246,0.00446,0.43762242405082874,False,0.40284111625081986,False
TLT,ETF,tsmom,60,long/short,0.157,0.00764,0.309,0.01106,0.43762242405082874,False,0.3786607634105217,False
TLT,ETF,tsmom,120,long,0.202,0.00492,-0.446,-0.00795,0.4199583620904037,False,0.6722013770368866,False
TLT,ETF,tsmom,120,long/short,0.202,0.00983,-0.322,-0.01112,0.4199583620904037,False,0.6262736527426995,False
TLT,ETF,tsmom,250,long,-0.451,-0.0109,-0.729,-0.01047,0.674005225508074,False,0.7669991687588837,False
TLT,ETF,tsmom,250,long/short,-0.451,-0.02179,-0.753,-0.01882,0.674005225508074,False,0.7742750429897562,False
TLT,ETF,donchian,20,long,0.507,0.01185,0.519,0.00975,0.3060774092851847,False,0.3018803706253812,False
TLT,ETF,donchian,20,long/short,-0.04,-0.0017,0.279,0.009,0.5159534368528307,False,0.39012241238230216,False
TLT,ETF,donchian,55,long,0.442,0.01058,0.55,0.01045,0.3292446029635332,False,0.29115968678834636,False
TLT,ETF,donchian,55,long/short,0.892,0.0375,0.815,0.02529,0.18619646619742414,False,0.20753615504138778,False
TLT,ETF,donchian,100,long,0.153,0.00362,0.63,0.01193,0.43919913764520124,False,0.26434729211567753,False
TLT,ETF,donchian,100,long/short,0.326,0.01349,0.394,0.01207,0.3722121775643983,False,0.3467905196174752,False
TLT,ETF,rsi2,10,long,0.848,0.01501,0.931,0.01224,0.19821898536604765,False,0.17592678208378865,False
TLT,ETF,rsi2,10,long/short,1.026,0.02917,2.44,0.05509,0.1524457920328115,False,0.00734363095534829,False
TLT,ETF,rsi2,30,long,0.634,0.01517,2.074,0.03731,0.2630404110565592,False,0.019039655429961666,False
TLT,ETF,rsi2,30,long/short,0.666,0.02917,1.858,0.06134,0.25270555020079977,False,0.03158450715396133,False
TLT,ETF,rsi14,30,long,-0.432,-0.00775,-0.067,-0.00078,0.6671292934166032,False,0.5267091483990727,False
TLT,ETF,rsi14,30,long/short,-0.457,-0.01296,-0.511,-0.01131,0.6761644772484725,False,0.6953244716134648,False
TLT,ETF,bollinger,1.5,long,0.661,0.01556,-1.055,-0.01819,0.25430615678278023,False,0.8542873376272359,False
TLT,ETF,bollinger,1.5,long/short,0.192,0.00782,-0.812,-0.02548,0.42387110271251105,False,0.7916041842533688,False
TLT,ETF,bollinger,2.0,long,0.541,0.01159,-1.124,-0.01693,0.29425379135580965,False,0.8694934870274396,False
TLT,ETF,bollinger,2.0,long/short,0.219,0.00774,-0.559,-0.01516,0.41332502388326264,False,0.7119191399085588,False
TLT,ETF,bollinger,2.5,long,0.715,0.0121,-0.789,-0.00829,0.2373045216398474,False,0.7849439967336577,False
TLT,ETF,bollinger,2.5,long/short,0.072,0.0018,-1.129,-0.02184,0.4713009539263684,False,0.8705510831612033,False
TLT,ETF,weekday,0,long,-3.267,-0.06157,0.607,0.00835,0.9994565315981999,False,0.27192545607022134,False
TLT,ETF,weekday,1,long,-0.24,-0.00467,-0.467,-0.00714,0.5948348716977958,False,0.6797500609641915,False
TLT,ETF,weekday,2,long,0.966,0.01929,-2.194,-0.03365,0.16702209051761852,False,0.9858822952237911,False
TLT,ETF,weekday,3,long,-0.375,-0.00701,-2.307,-0.03642,0.6461697666727237,False,0.9894725899460741,False
TLT,ETF,weekday,4,long,0.177,0.00356,1.18,0.01847,0.42975419478909593,False,0.11900010745520073,False
TLT,ETF,overnight,-,long,-3.168,-0.07912,-2.788,-0.04894,0.9992325423975765,False,0.9973482728097635,False
TLT,ETF,turn_of_month,-,long,1.003,0.01998,-2.439,-0.03794,0.15793043062452772,False,0.9926360158715303,False
IEF,ETF,sma_trend,10,long,1.157,0.01244,-1.849,-0.01754,0.1236361801741368,False,0.9677710936409427,False
IEF,ETF,sma_trend,10,long/short,1.157,0.02487,-1.763,-0.03335,0.1236361801741368,False,0.9610497551678308,False
IEF,ETF,sma_trend,20,long,0.284,0.00305,-0.283,-0.00268,0.38820519032133105,False,0.6114115814984986,False
IEF,ETF,sma_trend,20,long/short,0.284,0.00611,-0.205,-0.00387,0.38820519032133105,False,0.5812139374874481,False
IEF,ETF,sma_trend,50,long,1.125,0.01207,-0.619,-0.00581,0.13029451713680884,False,0.7320418205570148,False
IEF,ETF,sma_trend,50,long/short,1.125,0.02415,-0.405,-0.0075,0.13029451713680884,False,0.6572612445273263,False
IEF,ETF,sma_trend,100,long,1.544,0.01662,-1.25,-0.01127,0.061294166310569276,False,0.8943502263331448,False
IEF,ETF,sma_trend,100,long/short,1.544,0.03323,-1.188,-0.02057,0.061294166310569276,False,0.8825832951515973,False
IEF,ETF,sma_trend,200,long,0.582,0.00627,-1.657,-0.01427,0.2802833404376439,False,0.9512402624533085,False
IEF,ETF,sma_trend,200,long/short,0.582,0.01254,-1.516,-0.02395,0.2802833404376439,False,0.9352403237968454,False
IEF,ETF,sma_cross,"(5, 20)",long,0.325,0.00349,0.136,0.00129,0.372590535846716,False,0.4459106404823401,False
IEF,ETF,sma_cross,"(5, 20)",long/short,0.325,0.00699,0.217,0.00408,0.372590535846716,False,0.4141041724696519,False
IEF,ETF,sma_cross,"(10, 50)",long,1.912,0.02057,0.093,0.00087,0.027938097026539044,False,0.46295178061181175,False
IEF,ETF,sma_cross,"(10, 50)",long/short,1.912,0.04114,0.319,0.00585,0.027938097026539044,False,0.37486325639099927,False
IEF,ETF,sma_cross,"(20, 100)",long,1.187,0.01276,-0.699,-0.00625,0.11761381025368989,False,0.757723984581248,False
IEF,ETF,sma_cross,"(20, 100)",long/short,1.187,0.02552,-0.614,-0.01053,0.11761381025368989,False,0.730392336397442,False
IEF,ETF,sma_cross,"(50, 200)",long,0.817,0.00879,-1.895,-0.01542,0.20696421402340592,False,0.9709537991646932,False
IEF,ETF,sma_cross,"(50, 200)",long/short,0.817,0.01757,-1.797,-0.02625,0.20696421402340592,False,0.9638321901199575,False
IEF,ETF,tsmom,20,long,-0.453,-0.00488,0.627,0.00592,0.6747256292400579,False,0.26532961757908435,False
IEF,ETF,tsmom,20,long/short,-0.453,-0.00975,0.698,0.01312,0.6747256292400579,False,0.24258859703261493,False
IEF,ETF,tsmom,60,long,0.412,0.00444,-1.001,-0.00904,0.34016971161496123,False,0.84158659580772,False
IEF,ETF,tsmom,60,long/short,0.412,0.00888,-0.96,-0.01691,0.34016971161496123,False,0.8314723925331622,False
IEF,ETF,tsmom,120,long,0.967,0.0104,-1.562,-0.01377,0.16677201683171883,False,0.9408560055704887,False
IEF,ETF,tsmom,120,long/short,0.967,0.0208,-1.521,-0.02537,0.16677201683171883,False,0.9358700813401799,False
IEF,ETF,tsmom,250,long,0.814,0.00859,0.046,0.00035,0.2078224754824054,False,0.4816551249555021,False
IEF,ETF,tsmom,250,long/short,0.814,0.01718,0.12,0.00147,0.2078224754824054,False,0.4522415739794161,False
IEF,ETF,donchian,20,long,0.294,0.0031,0.223,0.00211,0.3843789516858309,False,0.4117677532516545,False
IEF,ETF,donchian,20,long/short,0.715,0.01349,0.363,0.00577,0.2373045216398474,False,0.3583024421642974,False
IEF,ETF,donchian,55,long,1.095,0.0116,-0.372,-0.00355,0.13675831824089646,False,0.6450535753250211,False
IEF,ETF,donchian,55,long/short,1.054,0.02013,-0.33,-0.00494,0.1459414585669222,False,0.6293000189406535,False
IEF,ETF,donchian,100,long,1.429,0.0149,-1.461,-0.01391,0.07650211671801599,False,0.9279922792852389,False
IEF,ETF,donchian,100,long/short,1.31,0.02414,-1.325,-0.01904,0.09509791779523913,False,0.9074144243432051,False
IEF,ETF,rsi2,10,long,-0.31,-0.00258,0.295,0.00195,0.6217195218220193,False,0.38399693985353456,False
IEF,ETF,rsi2,10,long/short,-0.733,-0.00985,2.014,0.02283,0.7682207853025955,False,0.022004766744867954,False
IEF,ETF,rsi2,30,long,-1.216,-0.01284,0.959,0.00877,0.8880075389948663,False,0.16877937259391063,False
IEF,ETF,rsi2,30,long/short,-0.83,-0.01609,1.313,0.02202,0.7967306081719316,False,0.09459147408666402,False
IEF,ETF,rsi14,30,long,-0.894,-0.00781,-0.595,-0.00329,0.8143390544211638,False,0.7240782645076775,False
IEF,ETF,rsi14,30,long/short,-0.677,-0.00883,0.077,0.00084,0.7507970228167442,False,0.4693117724845506,False
IEF,ETF,bollinger,1.5,long,-1.058,-0.01086,-0.696,-0.00586,0.8549722787983696,False,0.7567855851259457,False
IEF,ETF,bollinger,1.5,long/short,-0.827,-0.01521,-1.054,-0.01628,0.795881469259466,False,0.8540585414330778,False
IEF,ETF,bollinger,2.0,long,-1.207,-0.01188,-0.727,-0.00567,0.8862839280138539,False,0.7663870221272411,False
IEF,ETF,bollinger,2.0,long/short,-0.685,-0.01142,-0.169,-0.00236,0.753328039513658,False,0.5671016793004424,False
IEF,ETF,bollinger,2.5,long,-0.276,-0.00184,-1.426,-0.00799,0.6087259668834311,False,0.923065828971695,False
IEF,ETF,bollinger,2.5,long/short,-0.163,-0.00184,-1.05,-0.01045,0.564740782664519,False,0.8531409436241041,False
IEF,ETF,weekday,0,long,-3.714,-0.03102,-0.768,-0.0052,0.9998979956035338,False,0.7787564075527982,False
IEF,ETF,weekday,1,long,-1.215,-0.0104,-0.493,-0.00382,0.8878169543090657,False,0.6889937063295628,False
IEF,ETF,weekday,2,long,0.693,0.00613,-2.163,-0.01683,0.24415477575296185,False,0.9847294101918822,False
IEF,ETF,weekday,3,long,-1.116,-0.00938,-2.645,-0.02034,0.8677889326968756,False,0.9959154541482099,False
IEF,ETF,weekday,4,long,-0.648,-0.00574,-0.522,-0.0042,0.7415075248597813,False,0.6991648347076549,False
IEF,ETF,overnight,-,long,-4.782,-0.05161,-5.468,-0.05073,0.9999991322016041,False,0.9999999772429059,False
IEF,ETF,turn_of_month,-,long,1.274,0.0115,-1.762,-0.01332,0.10133170808582115,False,0.9609653512594343,False
LQD,ETF,sma_trend,10,long,1.639,0.02249,0.925,0.00998,0.05060662984680386,False,0.1774829537232323,False
LQD,ETF,sma_trend,10,long/short,1.639,0.04498,0.981,0.02114,0.05060662984680386,False,0.16329637077538417,False
LQD,ETF,sma_trend,20,long,2.388,0.03227,2.04,0.0219,0.008470170891422768,False,0.020675162866070074,False
LQD,ETF,sma_trend,20,long/short,2.388,0.06454,2.162,0.04637,0.008470170891422768,False,0.015309088096163492,False
LQD,ETF,sma_trend,50,long,1.803,0.02434,1.91,0.02087,0.0356941073386039,False,0.028066606659772564,False
LQD,ETF,sma_trend,50,long/short,1.803,0.04869,2.045,0.04456,0.0356941073386039,False,0.020427429052545354,False
