asset,klasse,regel,parameter,richtung,t_entdeckung,alpha_pa_entdeckung,t_bestaetigung,alpha_pa_bestaetigung,p_entdeckung,stufe1,p_bestaetigung,bestanden
XLI,ETF,sma_cross,"(20, 100)",long,-0.408,-0.01299,0.543,0.01404,0.6583631625489574,False,0.29356490121663137,False
XLI,ETF,sma_cross,"(20, 100)",long/short,-0.408,-0.02599,0.784,0.04036,0.6583631625489574,False,0.21652005515344208,False
XLI,ETF,sma_cross,"(50, 200)",long,-1.58,-0.04929,0.974,0.02511,0.9429465667622458,False,0.1650282696119878,False
XLI,ETF,sma_cross,"(50, 200)",long/short,-1.58,-0.09857,1.207,0.06172,0.9429465667622458,False,0.11371607198614608,False
XLI,ETF,tsmom,20,long,1.287,0.03996,-0.556,-0.01422,0.09904714406962734,False,0.7108945726137885,False
XLI,ETF,tsmom,20,long/short,1.287,0.07992,-0.55,-0.0281,0.09904714406962734,False,0.7088403132116536,False
XLI,ETF,tsmom,60,long,-0.006,-0.00019,0.891,0.02283,0.5023936393205641,False,0.18646458511710018,False
XLI,ETF,tsmom,60,long/short,-0.006,-0.00038,0.977,0.0499,0.5023936393205641,False,0.1642845761835996,False
XLI,ETF,tsmom,120,long,0.756,0.02402,0.29,0.00738,0.22482459785246145,False,0.38590811880112263,False
XLI,ETF,tsmom,120,long/short,0.756,0.04804,0.552,0.02797,0.22482459785246145,False,0.29047417663514663,False
XLI,ETF,tsmom,250,long,-0.241,-0.00776,0.923,0.0243,0.5952224417380568,False,0.1780036026147649,False
XLI,ETF,tsmom,250,long/short,-0.241,-0.01552,1.097,0.05677,0.5952224417380568,False,0.13632069605017794,False
XLI,ETF,donchian,20,long,1.422,0.04018,-0.64,-0.01487,0.07751312547119715,False,0.7389137003071384,False
XLI,ETF,donchian,20,long/short,0.603,0.03311,-0.584,-0.02567,0.27325434460573084,False,0.7203898439806508,False
XLI,ETF,donchian,55,long,-0.869,-0.02535,-0.609,-0.01409,0.8075764346151973,False,0.7287377805510094,False
XLI,ETF,donchian,55,long/short,-0.142,-0.00789,-0.145,-0.00637,0.5564599971567867,False,0.5576445641049235,False
XLI,ETF,donchian,100,long,-0.374,-0.0112,-0.557,-0.0128,0.645797841909301,False,0.7112362854048475,False
XLI,ETF,donchian,100,long/short,0.041,0.00231,0.248,0.01092,0.4836479479317586,False,0.40206720340121627,False
XLI,ETF,rsi2,10,long,0.138,0.004,0.749,0.01757,0.44512020877372904,False,0.22692860271357929,False
XLI,ETF,rsi2,10,long/short,-0.56,-0.02297,2.17,0.07238,0.712260281150973,False,0.015003422973732139,False
XLI,ETF,rsi2,30,long,-0.416,-0.01342,0.719,0.01901,0.6612949983921531,False,0.23607045984144182,False
XLI,ETF,rsi2,30,long/short,-0.821,-0.04637,0.719,0.03397,0.7941768658922286,False,0.23607045984144182,False
XLI,ETF,rsi14,30,long,-1.201,-0.03681,0.08,0.0018,0.8851243993358974,False,0.46811862798601267,False
XLI,ETF,rsi14,30,long/short,-0.678,-0.02853,0.286,0.00852,0.7511141533919512,False,0.38743906077712187,False
XLI,ETF,bollinger,1.5,long,-0.572,-0.01843,0.221,0.0058,0.7163390126734549,False,0.41254621648911394,False
XLI,ETF,bollinger,1.5,long/short,-0.729,-0.03925,0.394,0.01659,0.7669991687588837,False,0.3467905196174752,False
XLI,ETF,bollinger,2.0,long,-0.564,-0.01818,0.327,0.00841,0.7136229339288367,False,0.37183394260676716,False
XLI,ETF,bollinger,2.0,long/short,-1.228,-0.05941,0.4,0.01437,0.8902765160110223,False,0.3445782583896758,False
XLI,ETF,bollinger,2.5,long,-0.725,-0.02266,-0.483,-0.01072,0.7657739847873051,False,0.68545213188935,False
XLI,ETF,bollinger,2.5,long/short,-0.818,-0.02871,-0.064,-0.00165,0.7933214063624475,False,0.5255148865953049,False
XLI,ETF,weekday,0,long,-0.679,-0.01787,-1.189,-0.02643,0.7514310690255194,False,0.882780166534719,False
XLI,ETF,weekday,1,long,-0.441,-0.01148,0.094,0.00203,0.670393501503493,False,0.4625545783686962,False
XLI,ETF,weekday,2,long,-0.442,-0.01151,-0.726,-0.01512,0.6707553970364668,False,0.7660806147235362,False
XLI,ETF,weekday,3,long,-0.885,-0.02277,0.887,0.01873,0.8119216843193366,False,0.18753945024160257,False
XLI,ETF,weekday,4,long,0.532,0.01323,-1.48,-0.0296,0.29736299775204134,False,0.9305633766666682,False
XLI,ETF,overnight,-,long,-0.862,-0.02654,2.072,0.05613,0.805656241083776,False,0.01913272059767812,False
XLI,ETF,turn_of_month,-,long,-0.494,-0.01215,0.847,0.01765,0.6893469102573553,False,0.19849756072432456,False
XLK,ETF,sma_trend,10,long,0.121,0.00463,-1.04,-0.03299,0.45184551759749203,False,0.8508300496690185,False
XLK,ETF,sma_trend,10,long/short,0.121,0.00927,-0.963,-0.0611,0.45184551759749203,False,0.8322262383658166,False
XLK,ETF,sma_trend,20,long,2.002,0.07613,-0.421,-0.01318,0.02264236576312717,False,0.6631224590690911,False
XLK,ETF,sma_trend,20,long/short,2.002,0.15225,-0.331,-0.02067,0.02264236576312717,False,0.6296777572239781,False
XLK,ETF,sma_trend,50,long,1.341,0.0513,0.764,0.02333,0.08996022629954825,False,0.22243362129945354,False
XLK,ETF,sma_trend,50,long/short,1.341,0.1026,0.835,0.0508,0.08996022629954825,False,0.2018588541911438,False
XLK,ETF,sma_trend,100,long,0.7,0.02733,1.277,0.03806,0.24196365222307303,False,0.10080112363067228,False
XLK,ETF,sma_trend,100,long/short,0.7,0.05466,1.437,0.08524,0.24196365222307303,False,0.07535899677335922,False
XLK,ETF,sma_trend,200,long,1.473,0.05768,1.006,0.0296,0.07037551788944763,False,0.1572077850312822,False
XLK,ETF,sma_trend,200,long/short,1.473,0.11536,1.271,0.07434,0.07037551788944763,False,0.10186432431347803,False
XLK,ETF,sma_cross,"(5, 20)",long,1.102,0.04239,-0.117,-0.00363,0.13523083580582274,False,0.5465699732590601,False
XLK,ETF,sma_cross,"(5, 20)",long/short,1.102,0.08479,-0.025,-0.00158,0.13523083580582274,False,0.509972518195238,False
XLK,ETF,sma_cross,"(10, 50)",long,1.07,0.04132,0.246,0.00762,0.14230965435593923,False,0.40284111625081986,False
XLK,ETF,sma_cross,"(10, 50)",long/short,1.07,0.08264,0.314,0.01938,0.14230965435593923,False,0.37676051938266675,False
XLK,ETF,sma_cross,"(20, 100)",long,0.632,0.02437,1.088,0.03291,0.2636934386118963,False,0.13829755376702169,False
XLK,ETF,sma_cross,"(20, 100)",long/short,0.632,0.04873,1.246,0.07493,0.2636934386118963,False,0.1063821975916528,False
XLK,ETF,sma_cross,"(50, 200)",long,0.347,0.01222,1.551,0.04637,0.3642956593856741,False,0.060450841980280834,False
XLK,ETF,sma_cross,"(50, 200)",long/short,0.347,0.02445,1.82,0.10788,0.3642956593856741,False,0.03437950244588994,False
XLK,ETF,tsmom,20,long,1.689,0.06459,-0.273,-0.00846,0.04560971497729649,False,0.6075733922130369,False
XLK,ETF,tsmom,20,long/short,1.689,0.12917,-0.199,-0.0123,0.04560971497729649,False,0.5788686277034347,False
XLK,ETF,tsmom,60,long,0.526,0.02055,1.09,0.03347,0.29944410348695305,False,0.1378565720320355,False
XLK,ETF,tsmom,60,long/short,0.526,0.04109,1.184,0.07239,0.29944410348695305,False,0.11820653140911919,False
XLK,ETF,tsmom,120,long,0.141,0.0054,1.387,0.04163,0.44393497117142544,False,0.08272088141670664,False
XLK,ETF,tsmom,120,long/short,0.141,0.0108,1.552,0.09263,0.44393497117142544,False,0.060331111804076465,False
XLK,ETF,tsmom,250,long,-0.505,-0.0168,0.77,0.02381,0.6932205820111423,False,0.22064994634264967,False
XLK,ETF,tsmom,250,long/short,-0.505,-0.0336,1.222,0.07434,0.6932205820111423,False,0.11085381349329382,False
XLK,ETF,donchian,20,long,1.992,0.07029,-0.007,-0.00021,0.023185528942183842,False,0.5027925731567773,False
XLK,ETF,donchian,20,long/short,1.533,0.10433,-0.57,-0.03086,0.06263792745500907,False,0.7156611509536759,False
XLK,ETF,donchian,55,long,0.718,0.02599,0.363,0.00977,0.23637864340795778,False,0.3583024421642974,False
XLK,ETF,donchian,55,long/short,0.816,0.05531,0.508,0.02674,0.2072500678564454,False,0.30572667160651423,False
XLK,ETF,donchian,100,long,0.687,0.02616,1.103,0.02964,0.24604136421255118,False,0.13501358257624463,False
XLK,ETF,donchian,100,long/short,0.811,0.05623,0.897,0.04727,0.20868283537545906,False,0.18485945851244434,False
XLK,ETF,rsi2,10,long,1.033,0.03318,1.968,0.0575,0.150801949329044,False,0.024534018855170703,False
XLK,ETF,rsi2,10,long/short,0.981,0.0441,1.459,0.05879,0.16329637077538417,False,0.07228255384515925,False
XLK,ETF,rsi2,30,long,2.133,0.08306,1.429,0.04659,0.01646236310007443,False,0.07650211671801599,False
XLK,ETF,rsi2,30,long/short,1.225,0.08238,1.425,0.08087,0.11028761025285128,False,0.07707860055207194,False
XLK,ETF,rsi14,30,long,-0.85,-0.03055,-0.107,-0.00328,0.8023374568773076,False,0.5426055101221345,False
XLK,ETF,rsi14,30,long/short,-0.906,-0.0447,-0.032,-0.00125,0.8175320737798613,False,0.512763974550688,False
XLK,ETF,bollinger,1.5,long,-1.424,-0.05583,1.069,0.03485,0.9227767639653962,False,0.14253483470370654,False
XLK,ETF,bollinger,1.5,long/short,-1.345,-0.08903,0.66,0.03426,0.9106873827156629,False,0.25462691467133614,False
XLK,ETF,bollinger,2.0,long,-0.779,-0.03028,0.347,0.01115,0.7820101426247481,False,0.3642956593856741,False
XLK,ETF,bollinger,2.0,long/short,-0.821,-0.04733,0.592,0.02768,0.7941768658922286,False,0.27692529419708367,False
XLK,ETF,bollinger,2.5,long,-0.755,-0.02632,0.076,0.00187,0.774875508890073,False,0.4697095490997434,False
XLK,ETF,bollinger,2.5,long/short,-0.431,-0.01716,0.049,0.00137,0.6667658147570998,False,0.4804596479705764,False
XLK,ETF,weekday,0,long,-0.271,-0.00854,-0.173,-0.00435,0.6068044838704549,False,0.5686742861887089,False
XLK,ETF,weekday,1,long,0.175,0.00523,-0.426,-0.01139,0.43053981679232634,False,0.664946076995224,False
XLK,ETF,weekday,2,long,0.841,0.02684,0.038,0.00105,0.20017396720774372,False,0.48484384101475997,False
XLK,ETF,weekday,3,long,-1.231,-0.03967,0.994,0.02618,0.8908385678587164,False,0.16011143372544923,False
XLK,ETF,weekday,4,long,-1.101,-0.03426,-2.526,-0.06187,0.8645516714195952,False,0.9942315259372246,False
XLK,ETF,overnight,-,long,-1.119,-0.04245,2.986,0.1002,0.8684299304827545,False,0.001413263215773508,False
XLK,ETF,turn_of_month,-,long,-0.482,-0.01475,1.542,0.04079,0.6850970268650535,False,0.06153679679759305,False
XLP,ETF,sma_trend,10,long,-0.343,-0.00803,-3.305,-0.06158,0.6342007699223756,False,0.9995251180000982,False
XLP,ETF,sma_trend,10,long/short,-0.343,-0.01607,-3.258,-0.12126,0.6342007699223756,False,0.99943899796829,False
XLP,ETF,sma_trend,20,long,0.815,0.01874,-2.007,-0.03754,0.20753615504138778,False,0.9776251685086644,False
XLP,ETF,sma_trend,20,long/short,0.815,0.03748,-2.084,-0.07773,0.20753615504138778,False,0.9814199163677104,False
XLP,ETF,sma_trend,50,long,-0.355,-0.00828,-0.321,-0.00596,0.6387052043836872,False,0.6258948045479003,False
XLP,ETF,sma_trend,50,long/short,-0.355,-0.01656,-0.314,-0.0116,0.6387052043836872,False,0.6232394806173333,False
XLP,ETF,sma_trend,100,long,-0.968,-0.02289,-0.431,-0.00798,0.8334778151498295,False,0.6667658147570998,False
XLP,ETF,sma_trend,100,long/short,-0.968,-0.04577,-0.538,-0.01965,0.8334778151498295,False,0.7047114757040099,False
XLP,ETF,sma_trend,200,long,-2.251,-0.05318,0.409,0.00763,0.9878072313111669,False,0.34126983057412874,False
XLP,ETF,sma_trend,200,long/short,-2.251,-0.10636,0.132,0.00476,0.9878072313111669,False,0.44749214587440367,False
XLP,ETF,sma_cross,"(5, 20)",long,0.636,0.01464,-0.809,-0.01509,0.26238821101513154,False,0.7907424268634948,False
XLP,ETF,sma_cross,"(5, 20)",long/short,0.636,0.02928,-0.882,-0.03284,0.26238821101513154,False,0.8111115963651718,False
XLP,ETF,sma_cross,"(10, 50)",long,-0.234,-0.00549,0.137,0.00257,0.5925075106684191,False,0.44551539755575087,False
XLP,ETF,sma_cross,"(10, 50)",long/short,-0.234,-0.01098,0.147,0.00546,0.5925075106684191,False,0.44156601016022123,False
XLP,ETF,sma_cross,"(20, 100)",long,-0.886,-0.02087,0.223,0.00417,0.812191236397544,False,0.4117677532516545,False
XLP,ETF,sma_cross,"(20, 100)",long/short,-0.886,-0.04174,0.126,0.00464,0.812191236397544,False,0.4498659622877338,False
XLP,ETF,sma_cross,"(50, 200)",long,-1.751,-0.03271,1.563,0.02946,0.9600270449920129,False,0.05902629741121823,False
XLP,ETF,sma_cross,"(50, 200)",long/short,-1.751,-0.06542,1.338,0.04842,0.9600270449920129,False,0.09044821839471484,False
XLP,ETF,tsmom,20,long,0.274,0.00621,0.051,0.00094,0.39204231082881746,False,0.4796627602748694,False
XLP,ETF,tsmom,20,long/short,0.274,0.01242,-0.029,-0.00108,0.39204231082881746,False,0.5115677047023107,False
XLP,ETF,tsmom,60,long,-0.96,-0.02269,-0.393,-0.00729,0.8314723925331622,False,0.652840259306904,False
XLP,ETF,tsmom,60,long/short,-0.96,-0.04538,-0.357,-0.01314,0.8314723925331622,False,0.6394540971325265,False
XLP,ETF,tsmom,120,long,-2.17,-0.05134,-0.106,-0.00199,0.9849965770262678,False,0.5422088239064016,False
XLP,ETF,tsmom,120,long/short,-2.17,-0.10268,-0.286,-0.01046,0.9849965770262678,False,0.6125609392228781,False
XLP,ETF,tsmom,250,long,-2.372,-0.04777,1.557,0.02936,0.9911539546426544,False,0.05973524270608577,False
XLP,ETF,tsmom,250,long/short,-2.372,-0.09554,1.235,0.04391,0.9911539546426544,False,0.10841525206980396,False
XLP,ETF,donchian,20,long,0.715,0.01507,-1.446,-0.02494,0.2373045216398474,False,0.9259113990922376,False
XLP,ETF,donchian,20,long/short,0.857,0.03534,-1.36,-0.04355,0.19572244231110703,False,0.913085038052915,False
XLP,ETF,donchian,55,long,-0.618,-0.01328,-0.539,-0.00919,0.731712330691914,False,0.7050565727227348,False
XLP,ETF,donchian,55,long/short,-0.475,-0.01929,-0.802,-0.0256,0.6826065133587409,False,0.7887235208769545,False
XLP,ETF,donchian,100,long,-1.412,-0.03229,0.03,0.00052,0.9210250194087999,False,0.4880335265858874,False
XLP,ETF,donchian,100,long/short,-1.007,-0.04285,-0.059,-0.00187,0.8430326129057725,False,0.5235239459433012,False
XLP,ETF,rsi2,10,long,0.561,0.01095,2.099,0.03357,0.2873987685922117,False,0.017908450366575512,False
XLP,ETF,rsi2,10,long/short,1.408,0.03942,3.075,0.0699,0.07956553499646679,False,0.001052512768376035,False
XLP,ETF,rsi2,30,long,0.556,0.01311,3.525,0.06616,0.2891054273862115,False,0.00021174139572344153,False
XLP,ETF,rsi2,30,long/short,0.706,0.02871,3.631,0.12027,0.2400940687257831,False,0.00014116259227359151,False
XLP,ETF,rsi14,30,long,0.466,0.01021,1.321,0.01999,0.3206077502770247,False,0.09325068210951049,False
XLP,ETF,rsi14,30,long/short,0.876,0.02517,0.942,0.01848,0.1905150168887989,False,0.1730963199552712,False
XLP,ETF,bollinger,1.5,long,0.477,0.01131,0.527,0.00979,0.31668106081912795,False,0.2990967942379146,False
XLP,ETF,bollinger,1.5,long/short,0.073,0.00285,1.508,0.04581,0.4709030587560903,False,0.06577726350823754,False
XLP,ETF,bollinger,2.0,long,2.054,0.04663,0.271,0.00487,0.019987845855041875,False,0.3931955161295452,False
XLP,ETF,bollinger,2.0,long/short,1.391,0.04578,1.638,0.0435,0.08211271337604675,False,0.05071084689132199,False
XLP,ETF,bollinger,2.5,long,1.262,0.02688,0.323,0.00498,0.10347439318864904,False,0.3733476210319716,False
XLP,ETF,bollinger,2.5,long/short,1.381,0.03437,1.323,0.02432,0.08363948032935464,False,0.09291768891563756,False
XLP,ETF,weekday,0,long,0.094,0.00173,0.163,0.00241,0.4625545783686962,False,0.435259217335481,False
XLP,ETF,weekday,1,long,-0.338,-0.00633,-0.465,-0.00692,0.63231840611135,False,0.679034271702878,False
XLP,ETF,weekday,2,long,-2.324,-0.04315,-0.127,-0.002,0.9899372529795252,False,0.5505298007251425,False
XLP,ETF,weekday,3,long,-1.342,-0.02599,-0.401,-0.00609,0.9102020021710637,False,0.655789938045059,False
XLP,ETF,weekday,4,long,1.196,0.02335,-2.559,-0.0378,0.11584827953526544,False,0.9947513129298631,False
XLP,ETF,overnight,-,long,-2.621,-0.05647,0.398,0.00877,0.9956163869018967,False,0.3453150928736535,False
XLP,ETF,turn_of_month,-,long,0.053,0.00097,-0.018,-0.00027,0.47886595385753505,False,0.5071805732941742,False
XLU,ETF,sma_trend,10,long,-0.904,-0.02774,-1.233,-0.02854,0.8170022993053616,False,0.8912121179140838,False
XLU,ETF,sma_trend,10,long/short,-0.904,-0.05549,-1.212,-0.05602,0.8170022993053616,False,0.8872438096828361,False
XLU,ETF,sma_trend,20,long,-0.468,-0.01433,-1.031,-0.02366,0.6801077051465834,False,0.8487295901003667,False
XLU,ETF,sma_trend,20,long/short,-0.468,-0.02866,-1.02,-0.04672,0.6801077051465834,False,0.8461357696272651,False
XLU,ETF,sma_trend,50,long,-0.38,-0.01149,-0.253,-0.00576,0.6480272924241628,False,0.5998658934014052,False
XLU,ETF,sma_trend,50,long/short,-0.38,-0.02298,-0.323,-0.01464,0.6480272924241628,False,0.6266523789680284,False
XLU,ETF,sma_trend,100,long,-0.803,-0.02473,0.042,0.00094,0.7890126327178432,False,0.48324934905923544,False
XLU,ETF,sma_trend,100,long/short,-0.803,-0.04946,0.019,0.00085,0.7890126327178432,False,0.49242055270519525,False
XLU,ETF,sma_trend,200,long,-0.246,-0.00762,0.403,0.00924,0.5971588837491801,False,0.34347411224566604,False
XLU,ETF,sma_trend,200,long/short,-0.246,-0.01523,0.351,0.01585,0.5971588837491801,False,0.36279417419938786,False
XLU,ETF,sma_cross,"(5, 20)",long,0.978,0.03003,0.03,0.00069,0.16403716204206753,False,0.4880335265858874,False
XLU,ETF,sma_cross,"(5, 20)",long/short,0.978,0.06006,0.043,0.00197,0.16403716204206753,False,0.48285076692751194,False
XLU,ETF,sma_cross,"(10, 50)",long,-0.245,-0.00745,1.011,0.02318,0.5967717843205245,False,0.15600821489600847,False
XLU,ETF,sma_cross,"(10, 50)",long/short,-0.245,-0.0149,0.948,0.04324,0.5967717843205245,False,0.17156472710026216,False
XLU,ETF,sma_cross,"(20, 100)",long,-1.358,-0.04161,0.627,0.01441,0.9127681579216727,False,0.26532961757908435,False
XLU,ETF,sma_cross,"(20, 100)",long/short,-1.358,-0.08321,0.61,0.02779,0.9127681579216727,False,0.27093090378300566,False
XLU,ETF,sma_cross,"(50, 200)",long,-0.37,-0.00991,2.239,0.05208,0.6443087548005467,False,0.012577958078829221,False
XLU,ETF,sma_cross,"(50, 200)",long/short,-0.37,-0.01983,2.224,0.10153,0.6443087548005467,False,0.013074222121813639,False
XLU,ETF,tsmom,20,long,-0.162,-0.00491,0.425,0.00978,0.5643470730651057,False,0.3354183373701696,False
XLU,ETF,tsmom,20,long/short,-0.162,-0.00982,0.448,0.02056,0.5643470730651057,False,0.3270765983034468,False
XLU,ETF,tsmom,60,long,-0.378,-0.01166,0.098,0.00222,0.6472847030121761,False,0.4609661466843784,False
XLU,ETF,tsmom,60,long/short,-0.378,-0.02332,0.014,0.00064,0.6472847030121761,False,0.4944149905186189,False
XLU,ETF,tsmom,120,long,0.593,0.01836,0.31,0.00715,0.27659057612764215,False,0.3782804781779807,False
XLU,ETF,tsmom,120,long/short,0.593,0.03673,0.326,0.01487,0.27659057612764215,False,0.3722121775643983,False
XLU,ETF,tsmom,250,long,-1.712,-0.05095,1.903,0.04426,0.9565516657697337,False,0.028520272616493703,False
XLU,ETF,tsmom,250,long/short,-1.712,-0.10189,1.844,0.0838,0.9565516657697337,False,0.032591570089738564,False
XLU,ETF,donchian,20,long,0.339,0.00952,-1.337,-0.02837,0.36730486508160576,False,0.9093886815817952,False
XLU,ETF,donchian,20,long/short,0.402,0.0211,-0.308,-0.01239,0.34384201313736484,False,0.6209588338306534,False
XLU,ETF,donchian,55,long,-0.925,-0.02495,1.026,0.0216,0.8225170462767677,False,0.1524457920328115,False
XLU,ETF,donchian,55,long/short,-0.923,-0.04816,0.157,0.00628,0.8219963973852351,False,0.43762242405082874,False
XLU,ETF,donchian,100,long,-0.411,-0.01137,0.913,0.01857,0.6594637326490373,False,0.18062127077020596,False
XLU,ETF,donchian,100,long/short,-0.14,-0.00716,0.507,0.01958,0.5556700048059064,False,0.3060774092851847,False
XLU,ETF,rsi2,10,long,-1.201,-0.03419,-0.327,-0.00681,0.8851243993358974,False,0.6281660573932328,False
XLU,ETF,rsi2,10,long/short,-1.043,-0.04246,-0.056,-0.00166,0.851525853620129,False,0.5223290964185991,False
XLU,ETF,rsi2,30,long,-0.208,-0.00647,1.861,0.04357,0.5823855163232511,False,0.031372088346865334,False
XLU,ETF,rsi2,30,long/short,-0.135,-0.00739,1.531,0.0638,0.5536940628343817,False,0.0628846963253269,False
XLU,ETF,rsi14,30,long,0.257,0.00759,0.2,0.00429,0.3985893865361162,False,0.420740290560897,False
XLU,ETF,rsi14,30,long/short,0.039,0.00149,-0.255,-0.00725,0.484445194307506,False,0.6006384503843825,False
XLU,ETF,bollinger,1.5,long,-0.45,-0.01391,-0.909,-0.02134,0.6736447797120799,False,0.8183249370956062,False
XLU,ETF,bollinger,1.5,long/short,-0.056,-0.00288,-0.065,-0.0025,0.5223290964185991,False,0.5259129998718738,False
XLU,ETF,bollinger,2.0,long,0.388,0.01182,-0.635,-0.01473,0.3490080168015711,False,0.7372857925008991,False
XLU,ETF,bollinger,2.0,long/short,0.756,0.03359,0.087,0.00297,0.22482459785246145,False,0.46533575605428545,False
XLU,ETF,bollinger,2.5,long,0.777,0.02163,-0.421,-0.00901,0.2185793851652752,False,0.6631224590690911,False
XLU,ETF,bollinger,2.5,long/short,0.439,0.01546,-0.43,-0.01142,0.3303307681639913,False,0.6664021794045423,False
XLU,ETF,weekday,0,long,-1.358,-0.03469,1.913,0.03675,0.9127681579216727,False,0.027874026225924053,False
XLU,ETF,weekday,1,long,-0.883,-0.02231,-2.347,-0.04532,0.8113818642441633,False,0.9905373726090134,False
XLU,ETF,weekday,2,long,-1.071,-0.02655,-1.415,-0.0268,0.8579152851777345,False,0.9214657519829519,False
XLU,ETF,weekday,3,long,0.176,0.00444,-0.127,-0.00237,0.4301469712233459,False,0.5505298007251425,False
XLU,ETF,weekday,4,long,1.231,0.0287,-0.711,-0.01264,0.1091614321412836,False,0.7614578820978419,False
XLU,ETF,overnight,-,long,-1.453,-0.0355,5.37,0.12519,0.9268881229976025,False,3.9368321047561494e-08,False
XLU,ETF,turn_of_month,-,long,0.236,0.00571,0.336,0.00586,0.4067163350872688,False,0.36843543323635275,False
XLV,ETF,sma_trend,10,long,0.058,0.00155,-2.255,-0.04991,0.4768743142641616,False,0.9879333356088873,False
XLV,ETF,sma_trend,10,long/short,0.058,0.00309,-2.173,-0.09608,0.4768743142641616,False,0.9851098413576439,False
XLV,ETF,sma_trend,20,long,0.476,0.01251,-1.398,-0.03058,0.3170371889515293,False,0.918943466406548,False
XLV,ETF,sma_trend,20,long/short,0.476,0.02502,-1.323,-0.05776,0.3170371889515293,False,0.9070823110843624,False
XLV,ETF,sma_trend,50,long,-0.365,-0.00944,-0.568,-0.01259,0.6424442968769708,False,0.714982516031152,False
XLV,ETF,sma_trend,50,long/short,-0.365,-0.01888,-0.44,-0.01943,0.6424442968769708,False,0.6700314463394064,False
XLV,ETF,sma_trend,100,long,-1.495,-0.03972,0.252,0.00556,0.9325427789288525,False,0.4005205319006746,False
XLV,ETF,sma_trend,100,long/short,-1.495,-0.07943,0.401,0.01752,0.9325427789288525,False,0.34421006195494097,False
XLV,ETF,sma_trend,200,long,-1.322,-0.0355,-0.509,-0.01122,0.9069159245416514,False,0.694623887942679,False
XLV,ETF,sma_trend,200,long/short,-1.322,-0.071,-0.498,-0.02156,0.9069159245416514,False,0.6907579789075456,False
XLV,ETF,sma_cross,"(5, 20)",long,0.305,0.00799,-0.651,-0.01427,0.38018307615983493,False,0.7424767565567227,False
XLV,ETF,sma_cross,"(5, 20)",long/short,0.305,0.01598,-0.575,-0.02514,0.38018307615983493,False,0.7173543515027994,False
XLV,ETF,sma_cross,"(10, 50)",long,-0.396,-0.01032,-0.246,-0.00547,0.6539474858888183,False,0.5971588837491801,False
XLV,ETF,sma_cross,"(10, 50)",long/short,-0.396,-0.02064,-0.117,-0.00518,0.6539474858888183,False,0.5465699732590601,False
XLV,ETF,sma_cross,"(20, 100)",long,-1.049,-0.02817,0.054,0.0012,0.8529109407913879,False,0.4784675821216102,False
XLV,ETF,sma_cross,"(20, 100)",long/short,-1.049,-0.05633,0.2,0.0088,0.8529109407913879,False,0.420740290560897,False
XLV,ETF,sma_cross,"(50, 200)",long,-1.471,-0.03434,-0.15,-0.00338,0.9293544415638214,False,0.5596176923702425,False
XLV,ETF,sma_cross,"(50, 200)",long/short,-1.471,-0.06869,-0.134,-0.0059,0.9293544415638214,False,0.5532987127824534,False
XLV,ETF,tsmom,20,long,1.195,0.03081,-0.564,-0.01244,0.11604351505800325,False,0.7136229339288367,False
XLV,ETF,tsmom,20,long/short,1.195,0.06163,-0.494,-0.02173,0.11604351505800325,False,0.6893469102573553,False
XLV,ETF,tsmom,60,long,-1.745,-0.04615,0.103,0.0023,0.9595075655182402,False,0.45898148547720696,False
XLV,ETF,tsmom,60,long/short,-1.745,-0.09231,0.24,0.01061,0.9595075655182402,False,0.4051651283022042,False
XLV,ETF,tsmom,120,long,-0.924,-0.02479,-0.796,-0.01753,0.8222568421008768,False,0.7869839822978704,False
XLV,ETF,tsmom,120,long/short,-0.924,-0.04957,-0.67,-0.02917,0.8222568421008768,False,0.7485711049046899,False
XLV,ETF,tsmom,250,long,-1.753,-0.04378,-0.379,-0.00854,0.9601989964595051,False,0.6476560680785095,False
XLV,ETF,tsmom,250,long/short,-1.753,-0.08756,-0.255,-0.0111,0.9601989964595051,False,0.6006384503843825,False
XLV,ETF,donchian,20,long,0.452,0.01073,-0.975,-0.01978,0.3256344912203206,False,0.8352198700196896,False
XLV,ETF,donchian,20,long/short,0.115,0.00524,-1.051,-0.04008,0.4542225610221897,False,0.8533707050806106,False
XLV,ETF,donchian,55,long,-0.667,-0.0158,-0.035,-0.00071,0.7476139332890817,False,0.5139601295627583,False
XLV,ETF,donchian,55,long/short,-1.052,-0.04759,0.334,0.01247,0.8536002251846995,False,0.3691897793341773,False
XLV,ETF,donchian,100,long,-1.902,-0.04533,1.183,0.02348,0.9714144227017436,False,0.11840457370777857,False
XLV,ETF,donchian,100,long/short,-1.829,-0.07807,0.565,0.02107,0.9663001958775714,False,0.2860368820899787,False
XLV,ETF,rsi2,10,long,1.022,0.02273,1.578,0.03104,0.15339045020478892,False,0.05728280490184068,False
XLV,ETF,rsi2,10,long/short,-0.128,-0.00412,2.01,0.05533,0.5509255134793116,False,0.02221559442943144,False
XLV,ETF,rsi2,30,long,-0.287,-0.00762,1.763,0.03952,0.6129438398830165,False,0.038950244832169245,False
XLV,ETF,rsi2,30,long/short,-0.97,-0.04521,2.284,0.08921,0.8339767539364704,False,0.0111857654723575,False
XLV,ETF,rsi14,30,long,1.293,0.03184,-0.962,-0.01973,0.09800552954993691,False,0.831975198032253,False
